,Hourly production [kWh],DayOfWeek,Year,Month,Day,Weekend,PreviusDatLoad,Temp,Hour
6271,4982.545999999999,5,2015,9,19,1,5690.624384615387,18.3,7
6272,7154.72,5,2015,9,19,1,5690.624384615387,18.3,8
6273,8144.856,5,2015,9,19,1,5690.624384615387,18.3,9
6274,9316.953000000001,5,2015,9,19,1,5690.624384615387,27.7,10
6275,10598.597,5,2015,9,19,1,5690.624384615387,27.7,11
6276,10425.435,5,2015,9,19,1,5690.624384615387,27.7,12
6277,9224.368,5,2015,9,19,1,5690.624384615387,34.7,13
6278,7295.175,5,2015,9,19,1,5690.624384615387,34.7,14
6279,4647.055,5,2015,9,19,1,5690.624384615387,34.7,15
6280,1641.755,5,2015,9,19,1,5690.624384615387,35.6,16
6281,96.679,5,2015,9,19,1,5690.624384615387,35.6,17
6293,153.59,6,2015,9,20,1,5813.652307692309,17.6,5
6294,1823.0410000000002,6,2015,9,20,1,5813.652307692309,17.6,6
6295,4844.167,6,2015,9,20,1,5813.652307692309,19.2,7
6296,7481.076,6,2015,9,20,1,5813.652307692309,19.2,8
6297,9376.892,6,2015,9,20,1,5813.652307692309,19.2,9
6298,10367.848,6,2015,9,20,1,5813.652307692309,25.8,10
6299,10819.095,6,2015,9,20,1,5813.652307692309,25.8,11
6300,9863.979,6,2015,9,20,1,5813.652307692309,25.8,12
6301,8608.667,6,2015,9,20,1,5813.652307692309,30.0,13
6302,6513.8330000000005,6,2015,9,20,1,5813.652307692309,30.0,14
6303,3634.2709999999997,6,2015,9,20,1,5813.652307692309,30.0,15
6304,1068.327,6,2015,9,20,1,5813.652307692309,20.7,16
6305,70.079,6,2015,9,20,1,5813.652307692309,20.7,17
6317,63.152,0,2015,9,21,0,5740.374230769231,17.7,5
6318,924.551,0,2015,9,21,0,5740.374230769231,17.7,6
6319,2624.518,0,2015,9,21,0,5740.374230769231,17.7,7
6320,3758.323,0,2015,9,21,0,5740.374230769231,17.7,8
6321,4392.795999999999,0,2015,9,21,0,5740.374230769231,17.7,9
6322,5126.041,0,2015,9,21,0,5740.374230769231,19.6,10
6323,5353.226,0,2015,9,21,0,5740.374230769231,19.6,11
6324,4592.843,0,2015,9,21,0,5740.374230769231,19.6,12
6325,3752.575,0,2015,9,21,0,5740.374230769231,19.7,13
6326,2343.964,0,2015,9,21,0,5740.374230769231,19.7,14
6327,1554.588,0,2015,9,21,0,5740.374230769231,19.7,15
6328,334.176,0,2015,9,21,0,5740.374230769231,18.4,16
6329,14.204,0,2015,9,21,0,5740.374230769231,18.4,17
6330,0.031,0,2015,9,21,0,5740.374230769231,18.4,18
6331,0.038,0,2015,9,21,0,5740.374230769231,17.1,19
6332,0.008,0,2015,9,21,0,5740.374230769231,17.1,20
6333,0.015,0,2015,9,21,0,5740.374230769231,17.1,21
6334,0.008,0,2015,9,21,0,5740.374230769231,15.9,22
6335,0.008,0,2015,9,21,0,5740.374230769231,15.9,23
6336,0.008,1,2015,9,22,0,1833.424473684211,14.8,0
6341,12.012,1,2015,9,22,0,1833.424473684211,15.6,5
6342,283.944,1,2015,9,22,0,1833.424473684211,15.6,6
6343,754.535,1,2015,9,22,0,1833.424473684211,16.1,7
6344,1561.4620000000002,1,2015,9,22,0,1833.424473684211,16.1,8
6345,2754.105,1,2015,9,22,0,1833.424473684211,16.1,9
6346,2999.599,1,2015,9,22,0,1833.424473684211,17.9,10
6347,3439.5209999999997,1,2015,9,22,0,1833.424473684211,17.9,11
6348,4006.0559999999996,1,2015,9,22,0,1833.424473684211,17.9,12
6349,3487.3109999999997,1,2015,9,22,0,1833.424473684211,20.6,13
6350,3571.077,1,2015,9,22,0,1833.424473684211,20.6,14
6351,2634.6079999999997,1,2015,9,22,0,1833.424473684211,20.6,15
6352,1027.073,1,2015,9,22,0,1833.424473684211,21.1,16
6353,57.273999999999994,1,2015,9,22,0,1833.424473684211,21.1,17
6356,0.03,1,2015,9,22,0,1833.424473684211,17.2,20
6357,0.008,1,2015,9,22,0,1833.424473684211,17.2,21
6358,0.008,1,2015,9,22,0,1833.424473684211,14.8,22
6365,61.924,2,2015,9,23,0,1564.0371176470592,13.5,5
6366,893.95,2,2015,9,23,0,1564.0371176470592,13.5,6
6367,2962.167,2,2015,9,23,0,1564.0371176470592,15.9,7
6368,5529.811,2,2015,9,23,0,1564.0371176470592,15.9,8
6369,7912.371,2,2015,9,23,0,1564.0371176470592,15.9,9
6370,10422.186,2,2015,9,23,0,1564.0371176470592,21.7,10
6371,10665.771999999999,2,2015,9,23,0,1564.0371176470592,21.7,11
6372,10210.419,2,2015,9,23,0,1564.0371176470592,21.7,12
6373,8722.769,2,2015,9,23,0,1564.0371176470592,27.1,13
6374,6015.044,2,2015,9,23,0,1564.0371176470592,27.1,14
6375,3628.304,2,2015,9,23,0,1564.0371176470592,27.1,15
6376,1108.483,2,2015,9,23,0,1564.0371176470592,26.5,16
6377,46.49,2,2015,9,23,0,1564.0371176470592,26.5,17
6389,57.141999999999996,3,2015,9,24,0,5244.591538461538,15.6,5
6390,1185.339,3,2015,9,24,0,5244.591538461538,15.6,6
6391,3673.719,3,2015,9,24,0,5244.591538461538,17.7,7
6392,5816.679,3,2015,9,24,0,5244.591538461538,17.7,8
6393,8642.383,3,2015,9,24,0,5244.591538461538,17.7,9
6394,9130.326,3,2015,9,24,0,5244.591538461538,21.8,10
6395,8006.5740000000005,3,2015,9,24,0,5244.591538461538,21.8,11
6396,7491.621,3,2015,9,24,0,5244.591538461538,21.8,12
6397,6192.468000000001,3,2015,9,24,0,5244.591538461538,26.6,13
6398,4372.852,3,2015,9,24,0,5244.591538461538,26.6,14
6399,2536.245,3,2015,9,24,0,5244.591538461538,26.6,15
6400,841.584,3,2015,9,24,0,5244.591538461538,24.7,16
6401,25.549,3,2015,9,24,0,5244.591538461538,24.7,17
6412,0.008,4,2015,9,25,0,4459.4216153846155,15.5,4
6413,68.82300000000001,4,2015,9,25,0,4459.4216153846155,15.5,5
6414,433.30699999999996,4,2015,9,25,0,4459.4216153846155,15.5,6
6415,1034.506,4,2015,9,25,0,4459.4216153846155,16.5,7
6416,1728.174,4,2015,9,25,0,4459.4216153846155,16.5,8
6417,2774.282,4,2015,9,25,0,4459.4216153846155,16.5,9
6418,3256.968,4,2015,9,25,0,4459.4216153846155,17.6,10
6419,1921.4029999999998,4,2015,9,25,0,4459.4216153846155,17.6,11
6420,1589.7120000000002,4,2015,9,25,0,4459.4216153846155,17.6,12
6421,1793.125,4,2015,9,25,0,4459.4216153846155,17.0,13
6422,1408.6779999999999,4,2015,9,25,0,4459.4216153846155,17.0,14
6423,848.235,4,2015,9,25,0,4459.4216153846155,17.0,15
6424,403.798,4,2015,9,25,0,4459.4216153846155,17.4,16
6425,16.135,4,2015,9,25,0,4459.4216153846155,17.4,17
6428,0.016,4,2015,9,25,0,4459.4216153846155,16.3,20
6429,0.016,4,2015,9,25,0,4459.4216153846155,16.3,21
6430,0.023,4,2015,9,25,0,4459.4216153846155,15.6,22
6431,0.022000000000000002,4,2015,9,25,0,4459.4216153846155,15.6,23
6437,29.0,5,2015,9,26,1,959.8461666666665,14.8,5
6438,555.313,5,2015,9,26,1,959.8461666666665,14.8,6
6439,1198.463,5,2015,9,26,1,959.8461666666665,15.1,7
6440,2402.739,5,2015,9,26,1,959.8461666666665,15.1,8
6441,3032.506,5,2015,9,26,1,959.8461666666665,15.1,9
6442,2925.5959999999995,5,2015,9,26,1,959.8461666666665,19.1,10
6443,2814.23,5,2015,9,26,1,959.8461666666665,19.1,11
6444,2192.528,5,2015,9,26,1,959.8461666666665,19.1,12
6445,1147.785,5,2015,9,26,1,959.8461666666665,20.6,13
6446,749.453,5,2015,9,26,1,959.8461666666665,20.6,14
6447,400.87800000000004,5,2015,9,26,1,959.8461666666665,20.6,15
6448,74.435,5,2015,9,26,1,959.8461666666665,20.5,16
6449,0.9059999999999999,5,2015,9,26,1,959.8461666666665,20.5,17
6461,5.172999999999999,6,2015,9,27,1,1347.9870769230768,13.7,5
6462,189.472,6,2015,9,27,1,1347.9870769230768,13.7,6
6463,679.827,6,2015,9,27,1,1347.9870769230768,14.4,7
6464,1532.671,6,2015,9,27,1,1347.9870769230768,14.4,8
6465,2153.047,6,2015,9,27,1,1347.9870769230768,14.4,9
6466,3130.2540000000004,6,2015,9,27,1,1347.9870769230768,16.7,10
6467,3577.8559999999998,6,2015,9,27,1,1347.9870769230768,16.7,11
6468,3474.265,6,2015,9,27,1,1347.9870769230768,16.7,12
6469,3284.651,6,2015,9,27,1,1347.9870769230768,19.2,13
6470,2581.777,6,2015,9,27,1,1347.9870769230768,19.2,14
6471,1339.358,6,2015,9,27,1,1347.9870769230768,19.2,15
6472,423.81199999999995,6,2015,9,27,1,1347.9870769230768,17.8,16
6473,4.564,6,2015,9,27,1,1347.9870769230768,17.8,17
6485,34.298,0,2015,9,28,0,1721.2866923076924,15.1,5
6486,624.453,0,2015,9,28,0,1721.2866923076924,15.1,6
6487,1471.396,0,2015,9,28,0,1721.2866923076924,16.0,7
6488,2630.762,0,2015,9,28,0,1721.2866923076924,16.0,8
6489,2838.067,0,2015,9,28,0,1721.2866923076924,16.0,9
6490,3657.015,0,2015,9,28,0,1721.2866923076924,17.6,10
6491,3594.998,0,2015,9,28,0,1721.2866923076924,17.6,11
6492,3289.035,0,2015,9,28,0,1721.2866923076924,17.6,12
6493,2555.62,0,2015,9,28,0,1721.2866923076924,17.7,13
6494,2142.993,0,2015,9,28,0,1721.2866923076924,17.7,14
6495,1302.463,0,2015,9,28,0,1721.2866923076924,17.7,15
6496,309.645,0,2015,9,28,0,1721.2866923076924,15.1,16
6497,4.899,0,2015,9,28,0,1721.2866923076924,15.1,17
6498,0.008,0,2015,9,28,0,1721.2866923076924,15.1,18
6509,13.415999999999999,1,2015,9,29,0,1746.8322857142855,12.7,5
6510,273.403,1,2015,9,29,0,1746.8322857142855,12.7,6
6511,968.677,1,2015,9,29,0,1746.8322857142855,13.0,7
6512,2041.408,1,2015,9,29,0,1746.8322857142855,13.0,8
6513,3546.032,1,2015,9,29,0,1746.8322857142855,13.0,9
6514,4368.465999999999,1,2015,9,29,0,1746.8322857142855,15.6,10
6515,5005.587,1,2015,9,29,0,1746.8322857142855,15.6,11
6516,5092.794,1,2015,9,29,0,1746.8322857142855,15.6,12
6517,3372.573,1,2015,9,29,0,1746.8322857142855,17.1,13
6518,2357.294,1,2015,9,29,0,1746.8322857142855,17.1,14
6519,1329.89,1,2015,9,29,0,1746.8322857142855,17.1,15
6520,332.445,1,2015,9,29,0,1746.8322857142855,15.7,16
6521,5.019,1,2015,9,29,0,1746.8322857142855,15.7,17
6524,0.008,1,2015,9,29,0,1746.8322857142855,14.7,20
6533,14.030999999999999,2,2015,9,30,0,2050.5008571428566,15.01189857691439,5
6534,468.49300000000005,2,2015,9,30,0,2050.5008571428566,15.01189857691439,6
6535,1538.0539999999999,2,2015,9,30,0,2050.5008571428566,13.5,7
6536,3130.6409999999996,2,2015,9,30,0,2050.5008571428566,13.5,8
6537,4736.873,2,2015,9,30,0,2050.5008571428566,13.5,9
6538,5596.104,2,2015,9,30,0,2050.5008571428566,16.1,10
6539,4961.829000000001,2,2015,9,30,0,2050.5008571428566,16.1,11
6540,4644.977,2,2015,9,30,0,2050.5008571428566,16.1,12
6541,3703.225,2,2015,9,30,0,2050.5008571428566,18.8,13
6542,2189.071,2,2015,9,30,0,2050.5008571428566,18.8,14
6543,1207.622,2,2015,9,30,0,2050.5008571428566,18.8,15
6544,273.186,2,2015,9,30,0,2050.5008571428566,18.3,16
6545,1.109,2,2015,9,30,0,2050.5008571428566,18.3,17
6557,45.272,3,2015,10,1,0,3945.6497337962937,13.6,5
6558,1174.07,3,2015,10,1,0,3945.6497337962937,13.6,6
6559,3707.191,3,2015,10,1,0,3945.6497337962937,12.5,7
6560,6135.6230000000005,3,2015,10,1,0,3945.6497337962937,12.5,8
6561,7562.965,3,2015,10,1,0,3945.6497337962937,12.5,9
6562,8338.574,3,2015,10,1,0,3945.6497337962937,17.1,10
6563,9320.934000000001,3,2015,10,1,0,3945.6497337962937,17.1,11
6564,7965.68,3,2015,10,1,0,3945.6497337962937,17.1,12
6565,7360.144,3,2015,10,1,0,3945.6497337962937,12.0,13
6566,5583.420999999999,3,2015,10,1,0,3945.6497337962937,12.0,14
6567,3136.778,3,2015,10,1,0,3945.6497337962937,12.0,15
6568,848.6210000000001,3,2015,10,1,0,3945.6497337962937,20.0,16
6569,5.112,3,2015,10,1,0,3945.6497337962937,20.0,17
6570,0.067,3,2015,10,1,0,3945.6497337962937,20.0,18
6571,0.031,3,2015,10,1,0,3945.6497337962937,20.0,19
6572,0.016,3,2015,10,1,0,3945.6497337962937,20.0,20
6573,0.032,3,2015,10,1,0,3945.6497337962937,20.0,21
6574,0.016,3,2015,10,1,0,3945.6497337962937,12.0,22
6575,0.032,3,2015,10,1,0,3945.6497337962937,12.0,23
6576,0.008,4,2015,10,2,0,3220.2410000000004,9.8,0
6581,71.064,4,2015,10,2,0,3220.2410000000004,11.5,5
6582,1699.245,4,2015,10,2,0,3220.2410000000004,11.5,6
6583,5455.986999999999,4,2015,10,2,0,3220.2410000000004,11.7,7
6584,7794.766,4,2015,10,2,0,3220.2410000000004,11.7,8
6585,9492.685,4,2015,10,2,0,3220.2410000000004,11.7,9
6586,10192.82,4,2015,10,2,0,3220.2410000000004,18.0,10
6587,10420.88,4,2015,10,2,0,3220.2410000000004,18.0,11
6588,9896.644,4,2015,10,2,0,3220.2410000000004,18.0,12
6589,7320.036,4,2015,10,2,0,3220.2410000000004,20.2,13
6590,5046.659000000001,4,2015,10,2,0,3220.2410000000004,20.2,14
6591,2491.639,4,2015,10,2,0,3220.2410000000004,20.2,15
6592,614.571,4,2015,10,2,0,3220.2410000000004,21.3,16
6593,6.055,4,2015,10,2,0,3220.2410000000004,21.3,17
6605,69.169,5,2015,10,3,1,5035.932785714284,6.6,5
6606,1558.746,5,2015,10,3,1,5035.932785714284,6.6,6
6607,5373.501,5,2015,10,3,1,5035.932785714284,7.9,7
6608,8529.846,5,2015,10,3,1,5035.932785714284,7.9,8
6609,10766.511999999999,5,2015,10,3,1,5035.932785714284,7.9,9
6610,11742.238000000001,5,2015,10,3,1,5035.932785714284,16.7,10
6611,12111.813,5,2015,10,3,1,5035.932785714284,16.7,11
6612,11569.303999999998,5,2015,10,3,1,5035.932785714284,16.7,12
6613,10105.27,5,2015,10,3,1,5035.932785714284,21.7,13
6614,7623.57,5,2015,10,3,1,5035.932785714284,21.7,14
6615,4027.7529999999997,5,2015,10,3,1,5035.932785714284,21.7,15
6616,722.972,5,2015,10,3,1,5035.932785714284,22.7,16
6617,4.27,5,2015,10,3,1,5035.932785714284,22.7,17
6629,23.46,6,2015,10,4,1,6477.304923076924,11.5,5
6630,1000.8430000000001,6,2015,10,4,1,6477.304923076924,11.5,6
6631,3987.506,6,2015,10,4,1,6477.304923076924,13.1,7
6632,7937.0869999999995,6,2015,10,4,1,6477.304923076924,13.1,8
6633,10432.811,6,2015,10,4,1,6477.304923076924,13.1,9
6634,11461.427,6,2015,10,4,1,6477.304923076924,20.1,10
6635,11649.973999999998,6,2015,10,4,1,6477.304923076924,20.1,11
6636,10678.456,6,2015,10,4,1,6477.304923076924,20.1,12
6637,9300.458,6,2015,10,4,1,6477.304923076924,20.1,13
6638,6402.12,6,2015,10,4,1,6477.304923076924,20.1,14
6639,3274.386,6,2015,10,4,1,6477.304923076924,20.1,15
6640,678.047,6,2015,10,4,1,6477.304923076924,24.1,16
6641,3.0380000000000003,6,2015,10,4,1,6477.304923076924,24.1,17
6653,42.763999999999996,0,2015,10,5,0,5909.970230769231,11.4,5
6654,1553.3929999999998,0,2015,10,5,0,5909.970230769231,11.4,6
6655,4815.976,0,2015,10,5,0,5909.970230769231,12.6,7
6656,7177.504,0,2015,10,5,0,5909.970230769231,12.6,8
6657,8707.155999999999,0,2015,10,5,0,5909.970230769231,12.6,9
6658,9391.353000000001,0,2015,10,5,0,5909.970230769231,16.0,10
6659,10656.938999999998,0,2015,10,5,0,5909.970230769231,16.0,11
6660,8616.705,0,2015,10,5,0,5909.970230769231,16.0,12
6661,4659.777,0,2015,10,5,0,5909.970230769231,23.7,13
6662,2993.195,0,2015,10,5,0,5909.970230769231,23.7,14
6663,1334.52,0,2015,10,5,0,5909.970230769231,23.7,15
6664,533.715,0,2015,10,5,0,5909.970230769231,23.1,16
6665,2.0909999999999997,0,2015,10,5,0,5909.970230769231,23.1,17
6677,33.922,1,2015,10,6,0,4652.699076923077,12.2,5
6678,1451.9879999999998,1,2015,10,6,0,4652.699076923077,12.2,6
6679,5040.5509999999995,1,2015,10,6,0,4652.699076923077,13.0,7
6680,8392.591,1,2015,10,6,0,4652.699076923077,13.0,8
6681,10669.587,1,2015,10,6,0,4652.699076923077,13.0,9
6682,11687.093,1,2015,10,6,0,4652.699076923077,21.3,10
6683,10936.466999999999,1,2015,10,6,0,4652.699076923077,21.3,11
6684,10731.776000000002,1,2015,10,6,0,4652.699076923077,21.3,12
6685,8335.152,1,2015,10,6,0,4652.699076923077,23.8,13
6686,4961.902,1,2015,10,6,0,4652.699076923077,23.8,14
6687,2922.458,1,2015,10,6,0,4652.699076923077,23.8,15
6688,566.6990000000001,1,2015,10,6,0,4652.699076923077,22.2,16
6689,0.562,1,2015,10,6,0,4652.699076923077,22.2,17
6692,0.008,1,2015,10,6,0,4652.699076923077,16.7,20
6701,17.201,2,2015,10,7,0,5409.339714285715,13.8,5
6702,636.6709999999999,2,2015,10,7,0,5409.339714285715,13.8,6
6703,1405.8970000000002,2,2015,10,7,0,5409.339714285715,14.1,7
6704,1558.354,2,2015,10,7,0,5409.339714285715,14.1,8
6705,1293.488,2,2015,10,7,0,5409.339714285715,14.1,9
6706,1439.372,2,2015,10,7,0,5409.339714285715,15.7,10
6707,1940.557,2,2015,10,7,0,5409.339714285715,15.7,11
6708,2306.599,2,2015,10,7,0,5409.339714285715,15.7,12
6709,1815.5079999999998,2,2015,10,7,0,5409.339714285715,16.7,13
6710,1122.357,2,2015,10,7,0,5409.339714285715,16.7,14
6711,542.006,2,2015,10,7,0,5409.339714285715,16.7,15
6712,78.632,2,2015,10,7,0,5409.339714285715,16.7,16
6725,2.5469999999999997,3,2015,10,8,0,1179.7201666666667,15.4,5
6726,168.264,3,2015,10,8,0,1179.7201666666667,15.4,6
6727,621.075,3,2015,10,8,0,1179.7201666666667,15.1,7
6728,2171.012,3,2015,10,8,0,1179.7201666666667,15.1,8
6729,3506.6440000000002,3,2015,10,8,0,1179.7201666666667,15.1,9
6730,3034.853,3,2015,10,8,0,1179.7201666666667,15.6,10
6731,2703.243,3,2015,10,8,0,1179.7201666666667,15.6,11
6732,2631.0240000000003,3,2015,10,8,0,1179.7201666666667,15.6,12
6733,2283.837,3,2015,10,8,0,1179.7201666666667,17.4,13
6734,1764.1660000000002,3,2015,10,8,0,1179.7201666666667,17.4,14
6735,752.05,3,2015,10,8,0,1179.7201666666667,17.4,15
6736,94.56,3,2015,10,8,0,1179.7201666666667,16.8,16
6749,8.691,4,2015,10,9,0,1644.4395833333335,15.2,5
6750,712.512,4,2015,10,9,0,1644.4395833333335,15.2,6
6751,2175.0460000000003,4,2015,10,9,0,1644.4395833333335,14.3,7
6752,4216.566,4,2015,10,9,0,1644.4395833333335,14.3,8
6753,7849.785,4,2015,10,9,0,1644.4395833333335,14.3,9
6754,9572.421,4,2015,10,9,0,1644.4395833333335,17.4,10
6755,9061.987,4,2015,10,9,0,1644.4395833333335,17.4,11
6756,7337.1359999999995,4,2015,10,9,0,1644.4395833333335,17.4,12
6757,4142.647,4,2015,10,9,0,1644.4395833333335,20.2,13
6758,3855.8559999999998,4,2015,10,9,0,1644.4395833333335,20.2,14
6759,2654.018,4,2015,10,9,0,1644.4395833333335,20.2,15
6760,552.661,4,2015,10,9,0,1644.4395833333335,19.7,16
6761,0.156,4,2015,10,9,0,1644.4395833333335,19.7,17
6762,0.016,4,2015,10,9,0,1644.4395833333335,19.7,18
6763,0.023,4,2015,10,9,0,1644.4395833333335,16.2,19
6764,0.016,4,2015,10,9,0,1644.4395833333335,16.2,20
6765,0.024,4,2015,10,9,0,1644.4395833333335,16.2,21
6766,0.016,4,2015,10,9,0,1644.4395833333335,15.1,22
6767,0.031,4,2015,10,9,0,1644.4395833333335,15.1,23
6773,0.114,5,2015,10,10,1,2744.1898947368427,13.8,5
6774,73.435,5,2015,10,10,1,2744.1898947368427,13.8,6
6775,386.485,5,2015,10,10,1,2744.1898947368427,12.9,7
6776,562.609,5,2015,10,10,1,2744.1898947368427,12.9,8
6777,1112.723,5,2015,10,10,1,2744.1898947368427,12.9,9
6778,1912.933,5,2015,10,10,1,2744.1898947368427,14.1,10
6779,1400.832,5,2015,10,10,1,2744.1898947368427,14.1,11
6780,1069.178,5,2015,10,10,1,2744.1898947368427,14.1,12
6781,876.308,5,2015,10,10,1,2744.1898947368427,15.9,13
6782,436.17,5,2015,10,10,1,2744.1898947368427,15.9,14
6783,112.54,5,2015,10,10,1,2744.1898947368427,15.9,15
6784,20.838,5,2015,10,10,1,2744.1898947368427,15.3,16
6797,0.10800000000000001,6,2015,10,11,1,663.6804166666667,13.9,5
6798,227.57,6,2015,10,11,1,663.6804166666667,13.9,6
6799,2497.5879999999997,6,2015,10,11,1,663.6804166666667,14.4,7
6800,6791.556,6,2015,10,11,1,663.6804166666667,14.4,8
6801,9509.564,6,2015,10,11,1,663.6804166666667,14.4,9
6802,9688.608,6,2015,10,11,1,663.6804166666667,18.8,10
6803,7991.995,6,2015,10,11,1,663.6804166666667,18.8,11
6804,5691.8859999999995,6,2015,10,11,1,663.6804166666667,18.8,12
6805,2987.6240000000003,6,2015,10,11,1,663.6804166666667,20.0,13
6806,1410.896,6,2015,10,11,1,663.6804166666667,20.0,14
6807,549.3380000000001,6,2015,10,11,1,663.6804166666667,20.0,15
6808,71.148,6,2015,10,11,1,663.6804166666667,17.8,16
6809,0.151,6,2015,10,11,1,663.6804166666667,17.8,17
6821,11.130999999999998,0,2015,10,12,0,3647.5409230769237,14.8,5
6822,778.6519999999999,0,2015,10,12,0,3647.5409230769237,14.8,6
6823,2764.073,0,2015,10,12,0,3647.5409230769237,15.1,7
6824,4608.55,0,2015,10,12,0,3647.5409230769237,15.1,8
6825,7127.389,0,2015,10,12,0,3647.5409230769237,15.1,9
6826,8053.166,0,2015,10,12,0,3647.5409230769237,17.6,10
6827,7697.161999999999,0,2015,10,12,0,3647.5409230769237,17.6,11
6828,7761.025,0,2015,10,12,0,3647.5409230769237,17.6,12
6829,5989.613,0,2015,10,12,0,3647.5409230769237,10.7,13
6830,4430.313,0,2015,10,12,0,3647.5409230769237,10.7,14
6831,2246.9539999999997,0,2015,10,12,0,3647.5409230769237,10.7,15
6832,398.608,0,2015,10,12,0,3647.5409230769237,15.2,16
6833,0.016,0,2015,10,12,0,3647.5409230769237,15.2,17
6845,13.335999999999999,1,2015,10,13,0,3989.7424615384616,8.5,5
6846,1215.432,1,2015,10,13,0,3989.7424615384616,8.5,6
6847,4291.380999999999,1,2015,10,13,0,3989.7424615384616,9.4,7
6848,7218.299,1,2015,10,13,0,3989.7424615384616,9.4,8
6849,9520.928,1,2015,10,13,0,3989.7424615384616,9.4,9
6850,10745.207,1,2015,10,13,0,3989.7424615384616,14.2,10
6851,11951.855,1,2015,10,13,0,3989.7424615384616,14.2,11
6852,11589.271999999999,1,2015,10,13,0,3989.7424615384616,14.2,12
6853,9939.962,1,2015,10,13,0,3989.7424615384616,18.3,13
6854,7478.1359999999995,1,2015,10,13,0,3989.7424615384616,18.3,14
6855,3958.151,1,2015,10,13,0,3989.7424615384616,18.3,15
6856,601.941,1,2015,10,13,0,3989.7424615384616,19.2,16
6857,0.055999999999999994,1,2015,10,13,0,3989.7424615384616,19.2,17
6869,5.497000000000001,2,2015,10,14,0,6040.304307692307,8.9,5
6870,538.953,2,2015,10,14,0,6040.304307692307,8.9,6
6871,2038.9920000000002,2,2015,10,14,0,6040.304307692307,10.4,7
6872,5490.846,2,2015,10,14,0,6040.304307692307,10.4,8
6873,7637.7609999999995,2,2015,10,14,0,6040.304307692307,10.4,9
6874,8292.755,2,2015,10,14,0,6040.304307692307,14.6,10
6875,8275.142,2,2015,10,14,0,6040.304307692307,14.6,11
6876,7881.706,2,2015,10,14,0,6040.304307692307,14.6,12
6877,8253.302,2,2015,10,14,0,6040.304307692307,19.7,13
6878,5349.882,2,2015,10,14,0,6040.304307692307,19.7,14
6879,2836.059,2,2015,10,14,0,6040.304307692307,19.7,15
6880,335.82199999999995,2,2015,10,14,0,6040.304307692307,19.3,16
6885,0.008,2,2015,10,14,0,6040.304307692307,19.3,21
6892,0.008,3,2015,10,15,0,4379.748076923077,15.4,4
6893,0.633,3,2015,10,15,0,4379.748076923077,15.4,5
6894,262.782,3,2015,10,15,0,4379.748076923077,15.4,6
6895,1047.609,3,2015,10,15,0,4379.748076923077,15.6,7
6896,2178.902,3,2015,10,15,0,4379.748076923077,15.6,8
6897,3492.151,3,2015,10,15,0,4379.748076923077,15.6,9
6898,3954.478,3,2015,10,15,0,4379.748076923077,17.2,10
6899,3756.9590000000003,3,2015,10,15,0,4379.748076923077,17.2,11
6900,3590.7670000000003,3,2015,10,15,0,4379.748076923077,17.2,12
6901,2737.618,3,2015,10,15,0,4379.748076923077,18.5,13
6902,2645.813,3,2015,10,15,0,4379.748076923077,18.5,14
6903,1242.063,3,2015,10,15,0,4379.748076923077,18.5,15
6904,173.222,3,2015,10,15,0,4379.748076923077,18.3,16
6917,3.221,4,2015,10,16,0,1929.4619230769235,14.3,5
6918,275.639,4,2015,10,16,0,1929.4619230769235,14.3,6
6919,1409.6860000000001,4,2015,10,16,0,1929.4619230769235,15.2,7
6920,2044.93,4,2015,10,16,0,1929.4619230769235,15.2,8
6921,2002.93,4,2015,10,16,0,1929.4619230769235,15.2,9
6922,2210.466,4,2015,10,16,0,1929.4619230769235,16.3,10
6923,1997.5710000000001,4,2015,10,16,0,1929.4619230769235,16.3,11
6924,1316.056,4,2015,10,16,0,1929.4619230769235,16.3,12
6925,941.9939999999999,4,2015,10,16,0,1929.4619230769235,17.0,13
6926,738.4830000000001,4,2015,10,16,0,1929.4619230769235,17.0,14
6927,271.065,4,2015,10,16,0,1929.4619230769235,17.0,15
6928,42.725,4,2015,10,16,0,1929.4619230769235,14.8,16
6933,0.008,4,2015,10,16,0,1929.4619230769235,14.4,21
6941,2.248,5,2015,10,17,1,1019.5980000000002,14.1,5
6942,538.5459999999999,5,2015,10,17,1,1019.5980000000002,14.1,6
6943,2244.2960000000003,5,2015,10,17,1,1019.5980000000002,13.8,7
6944,3846.74,5,2015,10,17,1,1019.5980000000002,13.8,8
6945,4755.392,5,2015,10,17,1,1019.5980000000002,13.8,9
6946,5394.727,5,2015,10,17,1,1019.5980000000002,15.9,10
6947,5882.611,5,2015,10,17,1,1019.5980000000002,15.9,11
6948,6365.893,5,2015,10,17,1,1019.5980000000002,15.9,12
6949,5472.275,5,2015,10,17,1,1019.5980000000002,17.1,13
6950,3169.865,5,2015,10,17,1,1019.5980000000002,17.1,14
6951,1427.1589999999999,5,2015,10,17,1,1019.5980000000002,17.1,15
6952,159.671,5,2015,10,17,1,1019.5980000000002,17.2,16
6965,0.008,6,2015,10,18,1,3271.6185833333334,13.8,5
6966,349.861,6,2015,10,18,1,3271.6185833333334,13.8,6
6967,1960.0439999999999,6,2015,10,18,1,3271.6185833333334,13.8,7
6968,2998.25,6,2015,10,18,1,3271.6185833333334,13.8,8
6969,5276.897,6,2015,10,18,1,3271.6185833333334,13.8,9
6970,6145.92,6,2015,10,18,1,3271.6185833333334,15.8,10
